sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage
EU482518	ncbi-nuccore	1	1I	1I_C			
EU482519	ncbi-nuccore	1	1I	1I_C			
EU482520	ncbi-nuccore	1	1I				
EU482521	ncbi-nuccore	1	1I	1I_E			
EU482522	ncbi-nuccore	1	1I				
EU482523	ncbi-nuccore	1	1I				
EU482524	ncbi-nuccore	1	1I				
EU482525	ncbi-nuccore	1	1I	1I_K	1I_K7		
EU482526	ncbi-nuccore	1	1I	1I_C			
EU482527	ncbi-nuccore	1	1I	1I_G			
EU482528	ncbi-nuccore	1	1I	1I_G			
EU482529	ncbi-nuccore	1	1I				
EU482530	ncbi-nuccore	1	1I				
EU482531	ncbi-nuccore	1	1I	1I_C			
EU482532	ncbi-nuccore	1	1I	1I_G			
EU482533	ncbi-nuccore	1	1I	1I_G			
EU482534	ncbi-nuccore	1	1I	1I_G			
EU482535	ncbi-nuccore	1	1I	1I_C			
EU482536	ncbi-nuccore	1	1I	1I_G			
EU482537	ncbi-nuccore	1	1I	1I_C			
EU482538	ncbi-nuccore	1	1I		1I_K7		
EU482539	ncbi-nuccore	1	1I				
EU482540	ncbi-nuccore	1	1I	1I_K	1I_K7		
EU482541	ncbi-nuccore	2	2V	2V_A			
EU482542	ncbi-nuccore	2	2V	2V_A			
EU482543	ncbi-nuccore	2	2V	2V_A			
EU482544	ncbi-nuccore	2	2III	2III_B			
EU482545	ncbi-nuccore	2	2III				
EU482546	ncbi-nuccore	2	2III				
EU482547	ncbi-nuccore	2	2III	2III_B			
EU482548	ncbi-nuccore	2	2III	2III_B			
EU482549	ncbi-nuccore	2	2III	2III_B			
EU482550	ncbi-nuccore	2	2III	2III_B			
EU482551	ncbi-nuccore	2	2III	2III_B			
EU482552	ncbi-nuccore	2	2III	2III_B			
EU482553	ncbi-nuccore	2	2III	2III_B			
EU482554	ncbi-nuccore	2	2III	2III_B			
EU482555	ncbi-nuccore	3	3III	3III_C			
EU482556	ncbi-nuccore	2	2III	2III_B			
EU482557	ncbi-nuccore	2	2III	2III_B			
EU482558	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482559	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482560	ncbi-nuccore	2	2III				
EU482561	ncbi-nuccore	2	2III				
EU482562	ncbi-nuccore	2	2III				
EU482563	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482564	ncbi-nuccore	3	3III	3III_C			
EU482565	ncbi-nuccore	2	2III	2III_B			
EU482566	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482567	ncbi-nuccore	1	1V				
EU482568	ncbi-nuccore	2	2III				
EU482569	ncbi-nuccore	2	2III				
EU482570	ncbi-nuccore	2	2III				
EU482571	ncbi-nuccore	2	2III				
EU482572	ncbi-nuccore	2	2III				
EU482573	ncbi-nuccore	2	2III				
EU482574	ncbi-nuccore	2	2III				
EU482575	ncbi-nuccore	2	2III				
EU482576	ncbi-nuccore	2	2III				
EU482577	ncbi-nuccore	2	2III				
EU482578	ncbi-nuccore	2	2III				
EU482579	ncbi-nuccore	2	2III				
EU482580	ncbi-nuccore	2	2III				
EU482581	ncbi-nuccore	2	2III				
EU482582	ncbi-nuccore	2	2III				
EU482583	ncbi-nuccore	2	2III				
EU482584	ncbi-nuccore	2	2III				
EU482585	ncbi-nuccore	2	2III				
EU482586	ncbi-nuccore	2	2III				
EU482587	ncbi-nuccore	2	2III				
EU482588	ncbi-nuccore	2	2III				
EU482589	ncbi-nuccore	2	2III				
EU482590	ncbi-nuccore	2	2III				
EU482591	ncbi-nuccore	1	1V	1V_E			
EU482592	ncbi-nuccore	1	1V				
EU482593	ncbi-nuccore	2	2III	2III_B			
EU482594	ncbi-nuccore	2	2III				
EU482595	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482596	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482597	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482598	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482599	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482600	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482601	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482602	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482603	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482604	ncbi-nuccore	2	2III	2III_D			
EU482605	ncbi-nuccore	2	2III	2III_D			
EU482606	ncbi-nuccore	2	2III	2III_D			
EU482607	ncbi-nuccore	2	2III	2III_D	2III_D3		
EU482608	ncbi-nuccore	2	2III	2III_D			
EU482609	ncbi-nuccore	1	1V	1V_F			
EU482610	ncbi-nuccore	1	1V				
EU482611	ncbi-nuccore	1	1V				
EU482612	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482613	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482614	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU482615	ncbi-nuccore	1	1V	1V_C			
EU482616	ncbi-nuccore	1	1V				
EU482617	ncbi-nuccore	1	1V				
EU482618	ncbi-nuccore	1	1V				
EU482619	ncbi-nuccore	1	1V				
EU482620	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482621	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482622	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482623	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482624	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482625	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482626	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482627	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482628	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482629	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482630	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482631	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482632	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482633	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482634	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482635	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482636	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482637	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482638	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482639	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482640	ncbi-nuccore	2	2II				
EU482641	ncbi-nuccore	2	2V	2V_A			
EU482642	ncbi-nuccore	2	2V	2V_A			
EU482643	ncbi-nuccore	2	2V	2V_A			
EU482644	ncbi-nuccore	2	2V	2V_A			
EU482645	ncbi-nuccore	2	2V	2V_A			
EU482646	ncbi-nuccore	2	2V	2V_A			
EU482647	ncbi-nuccore	2	2V	2V_A			
EU482648	ncbi-nuccore	2	2III	2III_A	2III_A2		
EU482649	ncbi-nuccore	2	2V	2V_A			
EU482650	ncbi-nuccore	2	2V	2V_A			
EU482651	ncbi-nuccore	2	2V	2V_A			
EU482652	ncbi-nuccore	2	2V	2V_A			
EU482653	ncbi-nuccore	2	2V	2V_A			
EU482654	ncbi-nuccore	2	2V	2V_A			
EU482655	ncbi-nuccore	2	2V	2V_A			
EU482656	ncbi-nuccore	2	2V	2V_A			
EU482657	ncbi-nuccore	2	2V	2V_A			
EU482658	ncbi-nuccore	2	2V	2V_A			
EU482659	ncbi-nuccore	2	2V	2V_A			
EU482660	ncbi-nuccore	2	2III	2III_A	2III_A2		
EU482661	ncbi-nuccore	2	2V	2V_A			
EU482662	ncbi-nuccore	2	2III	2III_A	2III_A2		
EU482663	ncbi-nuccore	2	2V	2V_A			
EU482664	ncbi-nuccore	2	2III	2III_A	2III_A2		
EU482665	ncbi-nuccore	2	2V	2V_A			
EU482666	ncbi-nuccore	2	2III	2III_A	2III_A2		
EU482667	ncbi-nuccore	2	2V	2V_A			
EU482668	ncbi-nuccore	2	2V	2V_A			
EU482669	ncbi-nuccore	2	2V	2V_A			
EU482670	ncbi-nuccore	2	2V	2V_A			
EU482671	ncbi-nuccore	2	2V	2V_A			
EU482672	ncbi-nuccore	2	2II				
EU482673	ncbi-nuccore	2	2V	2V_A			
EU482674	ncbi-nuccore	2	2V	2V_A			
EU482675	ncbi-nuccore	2	2V	2V_A			
EU482676	ncbi-nuccore	2	2V	2V_A			
EU482677	ncbi-nuccore	2	2V	2V_A			
EU482678	ncbi-nuccore	2	2V	2V_A			
EU482679	ncbi-nuccore	2	2V	2V_A			
EU482680	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482681	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482682	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482683	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482684	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482685	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482686	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482687	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482688	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482689	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482690	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482691	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482692	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482693	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482694	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482695	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482696	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482697	ncbi-nuccore	2	2V	2V_A			
EU482698	ncbi-nuccore	2	2V	2V_A			
EU482699	ncbi-nuccore	2	2V	2V_A			
EU482700	ncbi-nuccore	2	2V	2V_A			
EU482701	ncbi-nuccore	2	2V				
EU482702	ncbi-nuccore	2	2V	2V_A			
EU482703	ncbi-nuccore	2	2V	2V_A			
EU482704	ncbi-nuccore	2	2V	2V_A			
EU482705	ncbi-nuccore	2	2V	2V_A			
EU482706	ncbi-nuccore	1	1I	1I_G			
EU482707	ncbi-nuccore	1	1I	1I_K	1I_K7		
EU482708	ncbi-nuccore	1	1I	1I_E			
EU482709	ncbi-nuccore	1	1I	1I_E			
EU482710	ncbi-nuccore	1	1I	1I_C			
EU482711	ncbi-nuccore	1	1I				
EU482712	ncbi-nuccore	1	1I	1I_G	1I_K7		
EU482713	ncbi-nuccore	1	1I				
EU482714	ncbi-nuccore	1	1I				
EU482715	ncbi-nuccore	1	1I	1I_E			
EU482716	ncbi-nuccore	1	1I	1I_E			
EU482717	ncbi-nuccore	1	1I				
EU482718	ncbi-nuccore	1	1I	1I_E			
EU482719	ncbi-nuccore	2	2III	2III_B			
EU482720	ncbi-nuccore	2	2III	2III_B			
EU482721	ncbi-nuccore	2	2III	2III_B			
EU482722	ncbi-nuccore	2	2III	2III_B			
EU482723	ncbi-nuccore	2	2III	2III_B			
EU482724	ncbi-nuccore	2	2III	2III_B			
EU482725	ncbi-nuccore	2	2III	2III_B			
EU482726	ncbi-nuccore	2	2III	2III_C			
EU482727	ncbi-nuccore	2	2III	2III_B			
EU482728	ncbi-nuccore	2	2III	2III_B			
EU482729	ncbi-nuccore	2	2III	2III_B			
EU482730	ncbi-nuccore	2	2III	2III_B			
EU482731	ncbi-nuccore	2	2III	2III_C			
EU482732	ncbi-nuccore	2	2III	2III_B			
EU482733	ncbi-nuccore	2	2III	2III_B			
EU482734	ncbi-nuccore	2	2III				
EU482735	ncbi-nuccore	2	2III				
EU482736	ncbi-nuccore	2	2III			2III_D1.3	
EU482737	ncbi-nuccore	2	2III			2III_D1.3	
EU482738	ncbi-nuccore	2	2III	2III_B			
EU482739	ncbi-nuccore	2	2III	2III_B		2III_D1.3	
EU482740	ncbi-nuccore	2	2III			2III_D1.3	
EU482741	ncbi-nuccore	2	2III			2III_D1.3	
EU482742	ncbi-nuccore	2	2III				
EU482743	ncbi-nuccore	2	2III				
EU482744	ncbi-nuccore	2	2III				
EU482745	ncbi-nuccore	2	2III				
EU482746	ncbi-nuccore	2	2III				
EU482747	ncbi-nuccore	2	2III				
EU482748	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482749	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482750	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482751	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482752	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482753	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482754	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482755	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482756	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482757	ncbi-nuccore	2	2III	2III_D	2III_D1		
EU482758	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482759	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482760	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482761	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482762	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482763	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482766	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482769	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482770	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482771	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU482772	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482773	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU482774	ncbi-nuccore	2	2V	2V_A			
EU482775	ncbi-nuccore	2	2V	2V_A			
EU482776	ncbi-nuccore	2	2V	2V_A			
EU482777	ncbi-nuccore	2	2V	2V_A			
EU482778	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482779	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482780	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482781	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482782	ncbi-nuccore	2	2V	2V_A			
EU482783	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482784	ncbi-nuccore	2	2V				
EU482785	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482786	ncbi-nuccore	2	2V	2V_A			
EU482787	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482788	ncbi-nuccore	2	2III	2III_A	2III_A1		
EU482789	ncbi-nuccore	1	1I	1I_C			
EU482790	ncbi-nuccore	1	1I				
EU482791	ncbi-nuccore	1	1I	1I_C			
EU482792	ncbi-nuccore	1	1I	1I_C			
EU482793	ncbi-nuccore	1	1I	1I_G			
EU482794	ncbi-nuccore	1	1I	1I_C			
EU482795	ncbi-nuccore	1	1I	1I_G			
EU482796	ncbi-nuccore	1	1I	1I_C			
EU482797	ncbi-nuccore	1	1I	1I_G			
EU482798	ncbi-nuccore	1	1I	1I_G			
EU482799	ncbi-nuccore	1	1I				
EU482800	ncbi-nuccore	1	1I	1I_G			
EU482801	ncbi-nuccore	1	1I				
EU482802	ncbi-nuccore	1	1I	1I_G			
EU482803	ncbi-nuccore	1	1I	1I_G			
EU482804	ncbi-nuccore	1	1I	1I_G			
EU482805	ncbi-nuccore	1	1I				
EU482806	ncbi-nuccore	1	1I	1I_C			
EU482807	ncbi-nuccore	1	1I	1I_G			
EU482808	ncbi-nuccore	1	1I	1I_G			
EU482809	ncbi-nuccore	1	1I	1I_G			
EU482810	ncbi-nuccore	1	1I				
EU482811	ncbi-nuccore	1	1I	1I_H	1I_H2		
EU482812	ncbi-nuccore	1	1I				
EU482813	ncbi-nuccore	1	1I	1I_G			
EU482814	ncbi-nuccore	1	1I	1I_G			
EU482815	ncbi-nuccore	1	1I	1I_G			
EU482816	ncbi-nuccore	1	1I	1I_G			
EU482817	ncbi-nuccore	1	1I	1I_G			
EU482818	ncbi-nuccore	1	1I				
EU482819	ncbi-nuccore	1	1I	1I_G			
EU482820	ncbi-nuccore	1	1I	1I_G			
EU482821	ncbi-nuccore	1	1I				
EU482822	ncbi-nuccore	1	1I	1I_C			
EU482823	ncbi-nuccore	1	1I				
EU482824	ncbi-nuccore	1	1I	1I_C			
EU482825	ncbi-nuccore	1	1I	1I_C			
EU482826	ncbi-nuccore	1	1I	1I_G			
EU482827	ncbi-nuccore	1	1I	1I_C			
EU482828	ncbi-nuccore	1	1I		1I_K7		
EU529683	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529684	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529685	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529686	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529687	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529688	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529689	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529690	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529691	ncbi-nuccore	3	3III	3III_C			
EU529692	ncbi-nuccore	3	3III	3III_C			
EU529693	ncbi-nuccore	2	2III	2III_B			
EU529694	ncbi-nuccore	2	2III				
EU529695	ncbi-nuccore	2	2III	2III_B		2III_D1.3	
EU529696	ncbi-nuccore	3	3III	3III_C			
EU529697	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529698	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529699	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529700	ncbi-nuccore	2	2III	2III_B		2III_D1.3	
EU529701	ncbi-nuccore	2	2III				
EU529702	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529703	ncbi-nuccore	3	3III	3III_C			
EU529704	ncbi-nuccore	3	3III	3III_C			
EU529705	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU529706	ncbi-nuccore	2	2III	2III_B			
EU569688	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU569689	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU569690	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU569691	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU569692	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569693	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569694	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569695	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569696	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569697	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569698	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569699	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU569700	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569701	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569702	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU569703	ncbi-nuccore	2	2III	2III_B			
EU569704	ncbi-nuccore	2	2III				
EU569705	ncbi-nuccore	2	2III			2III_D1.3	
EU569706	ncbi-nuccore	2	2III	2III_B			
EU569707	ncbi-nuccore	2	2III				
EU569708	ncbi-nuccore	2	2III	2III_B			
EU569709	ncbi-nuccore	2	2III	2III_B			
EU569710	ncbi-nuccore	2	2III	2III_B			
EU569711	ncbi-nuccore	2	2III	2III_B			
EU569712	ncbi-nuccore	2	2III	2III_B			
EU569713	ncbi-nuccore	2	2III	2III_B			
EU569714	ncbi-nuccore	2	2III	2III_B			
EU569715	ncbi-nuccore	2	2III	2III_B			
EU569716	ncbi-nuccore	2	2III	2III_B			
EU569717	ncbi-nuccore	2	2III	2III_B			
EU569718	ncbi-nuccore	2	2III	2III_B			
EU569719	ncbi-nuccore	2	2III	2III_B			
EU569720	ncbi-nuccore	2	2III	2III_B			
EU569721	ncbi-nuccore	2	2V	2V_A			
EU596483	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596484	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.3	
EU596485	ncbi-nuccore	2	2III	2III_B			
EU596486	ncbi-nuccore	2	2III	2III_B			
EU596487	ncbi-nuccore	2	2III	2III_B			
EU596488	ncbi-nuccore	2	2III	2III_B			
EU596489	ncbi-nuccore	2	2III	2III_B			
EU596490	ncbi-nuccore	2	2III	2III_B			
EU596491	ncbi-nuccore	2	2III				
EU596492	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU596493	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU596494	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU596495	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596496	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596497	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596498	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596499	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596500	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU596501	ncbi-nuccore	1	1V				
EU596502	ncbi-nuccore	1	1V				
EU596503	ncbi-nuccore	1	1V				
EU596504	ncbi-nuccore	1	1V				
EU621672	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU660390	ncbi-nuccore	1	1I	1I_K	1I_K7		
EU660391	ncbi-nuccore	1	1I	1I_G			
EU660392	ncbi-nuccore	1	1I	1I_G			
EU660393	ncbi-nuccore	1	1I				
EU660394	ncbi-nuccore	1	1I				
EU660395	ncbi-nuccore	1	1I	1I_D			
EU660396	ncbi-nuccore	1	1I	1I_G			
EU660397	ncbi-nuccore	1	1I	1I_E		1I_E1.2	
EU660398	ncbi-nuccore	2	2III				
EU660399	ncbi-nuccore	2	2III				
EU660400	ncbi-nuccore	2	2III	2III_B			
EU660401	ncbi-nuccore	1	1I				
EU660402	ncbi-nuccore	1	1I				
EU660403	ncbi-nuccore	1	1I				
EU660404	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU660405	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU660406	ncbi-nuccore	2	2III	2III_D	2III_D1	2III_D1.1	
EU660407	ncbi-nuccore	3	3II	3II_A	3II_A1		
EU660408	ncbi-nuccore	3	3II	3II_A	3II_A1		
EU660409	ncbi-nuccore	3	3II	3II_A	3II_A1		
EU660410	ncbi-nuccore	3	3II	3II_A	3II_A1		
EU660411	ncbi-nuccore	3	3II	3II_A	3II_A1		
EU660412	ncbi-nuccore	1	1I	1I_K	1I_K7		
EU660413	ncbi-nuccore	2	2V	2V_A			
EU660414	ncbi-nuccore	2	2V	2V_A			
EU660415	ncbi-nuccore	2	2V	2V_A			
EU660416	ncbi-nuccore	2	2V				
EU660417	ncbi-nuccore	2	2V				
EU660418	ncbi-nuccore	1	1I				
EU660419	ncbi-nuccore	1	1I				
EU660420	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU677137	ncbi-nuccore	2	2V	2V_A			
EU677138	ncbi-nuccore	2	2V	2V_A			
EU677139	ncbi-nuccore	1	1I	1I_E			
EU677140	ncbi-nuccore	1	1I				
EU677141	ncbi-nuccore	2	2III	2III_B			
EU677142	ncbi-nuccore	2	2III				
EU677143	ncbi-nuccore	2	2III	2III_B			
EU677144	ncbi-nuccore	2	2III	2III_B			
EU677145	ncbi-nuccore	2	2III	2III_C			
EU677146	ncbi-nuccore	2	2III	2III_B			
EU677147	ncbi-nuccore	2	2III	2III_B			
EU677148	ncbi-nuccore	2	2V	2V_A			
EU677149	ncbi-nuccore	2	2V				
EU677150	ncbi-nuccore	1	1I	1I_G			
EU677151	ncbi-nuccore	1	1I	1I_D			
EU677152	ncbi-nuccore	1	1I	1I_G	1I_K7		
EU677153	ncbi-nuccore	1	1I				
EU677154	ncbi-nuccore	1	1I	1I_E			
EU677155	ncbi-nuccore	1	1I	1I_E			
EU677156	ncbi-nuccore	1	1I				
EU677157	ncbi-nuccore	1	1I	1I_E			
EU677158	ncbi-nuccore	1	1I				
EU677159	ncbi-nuccore	1	1I	1I_K	1I_K7		
EU677160	ncbi-nuccore	1	1I	1I_G	1I_K7		
EU677161	ncbi-nuccore	1	1I	1I_E		1I_E1.2	
EU677162	ncbi-nuccore	1	1I	1I_G			
EU677163	ncbi-nuccore	1	1I				
EU677164	ncbi-nuccore	1	1I	1I_G	1I_K7		
EU677165	ncbi-nuccore	1	1I				
EU677166	ncbi-nuccore	1	1I				
EU677167	ncbi-nuccore	1	1I	1I_E			
EU677168	ncbi-nuccore	1	1I				
EU677169	ncbi-nuccore	1	1I	1I_D			
EU677170	ncbi-nuccore	1	1I				
EU677171	ncbi-nuccore	1	1I	1I_E			
EU677172	ncbi-nuccore	1	1I	1I_E		1I_E1.2	
EU677173	ncbi-nuccore	1	1I	1I_C			
EU677174	ncbi-nuccore	1	1I	1I_E			
EU677175	ncbi-nuccore	1	1I	1I_G			
EU677176	ncbi-nuccore	1	1I	1I_D			
EU677177	ncbi-nuccore	1	1I	1I_E			
EU677178	ncbi-nuccore	1	1I				
EU687196	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687197	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687198	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687199	ncbi-nuccore	2	2III	2III_B	2III_D1		
EU687212	ncbi-nuccore	2	2III	2III_C			
EU687213	ncbi-nuccore	2	2III	2III_B	2III_D1		
EU687214	ncbi-nuccore	2	2III	2III_B			
EU687215	ncbi-nuccore	2	2III	2III_B			
EU687216	ncbi-nuccore	2	2III				
EU687217	ncbi-nuccore	2	2III	2III_C			
EU687218	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687219	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687220	ncbi-nuccore	2	2III	2III_B			
EU687221	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687222	ncbi-nuccore	2	2III	2III_B			
EU687223	ncbi-nuccore	2	2III	2III_B			
EU687224	ncbi-nuccore	2	2III	2III_B			
EU687225	ncbi-nuccore	2	2III	2III_B			
EU687226	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687227	ncbi-nuccore	2	2III	2III_B			
EU687228	ncbi-nuccore	2	2III	2III_B			
EU687229	ncbi-nuccore	2	2III	2III_B			
EU687230	ncbi-nuccore	2	2III	2III_B			
EU687231	ncbi-nuccore	2	2III	2III_B			
EU687232	ncbi-nuccore	2	2III	2III_B			
EU687233	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687234	ncbi-nuccore	3	3III	3III_C	3III_C1		
EU687235	ncbi-nuccore	2	2III	2III_B	2III_D1		
EU687236	ncbi-nuccore	2	2III	2III_B	2III_D1		
EU687237	ncbi-nuccore	2	2III	2III_B			
